From.Grade,To.Grade,Is.Non.Annual.,Days,Departure.Date,Deposit.Date,Tuition,FRP.Active,FRP.Cancelled,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,NumberOfMeetingswithParents,SingleGradeTripFlag,Retained.in.2012.,Ability_to_Pay,Travel.Type_B,Travel.Type_N,Travel.Type_T,School.Type_Catholic,School.Type_PUBLIC,School.Type_Private non-Christian,SPR.New.Existing_NEW,SchoolSizeIndicator_M-L,SchoolSizeIndicator_S,SchoolSizeIndicator_S-M,SchoolSizeIndicator_missing,Region_New_Mountain,Region_New_North East,Region_New_Northen California,Region_New_Pacific,Region_New_South Atlantic,Region_New_South Central,Region_New_Southern California,Region_New_Texas,Region_New_West North Central,DepartureSeason_Winter
8.0,8.0,0.0,4.0,40700.0,40497.0,1721.0,5.0,0.0,1.0,1.0,40267.0,1.0,5.0,8.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.0,10.0,0.0,4.0,40700.0,40452.0,1949.0,11.0,11.0,29.0,3.0,40256.0,1.0,7.0,12.0,0.429,0.0,21.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.0,8.0,0.0,4.0,40700.0,40480.0,2123.0,8.0,1.0,5.0,2.0,40236.0,1.0,6.0,8.0,0.429,0.0,14.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,1.0,4.0,40700.0,40473.0,1699.0,25.0,2.0,2.0,4.0,40211.0,1.0,0.0,8.0,0.28600000000000003,0.0,35.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40700.0,40452.0,1165.0,0.0,0.0,5.0,4.0,40282.0,1.0,0.0,8.0,0.0,0.0,21.0,2.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40700.0,40480.0,1598.0,21.0,10.0,11.0,2.0,40306.0,1.0,5.0,6.0,0.19399999999999998,0.0,31.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,1.0,4.0,40700.0,40497.0,1580.0,6.0,2.0,3.0,1.0,40408.0,1.0,6.0,8.0,0.125,0.0,8.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,1.0,4.0,40700.0,40506.0,1246.0,20.0,5.0,5.0,2.0,40416.0,1.0,7.0,8.0,0.565,0.0,23.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40700.0,40501.0,1600.0,5.0,2.0,4.0,1.0,40432.0,1.0,7.0,8.0,0.154,0.0,13.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,7.0,0.0,4.0,40700.0,40515.0,1492.0,9.0,2.0,6.0,2.0,40484.0,1.0,7.0,8.0,0.154,0.0,13.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,5.0,40700.0,40459.0,1828.0,33.0,4.0,7.0,5.0,40318.0,1.0,7.0,8.0,0.31,0.0,42.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,5.0,40700.0,40483.0,762.0,30.0,4.0,4.0,3.0,40215.0,1.0,6.0,8.0,0.225,0.0,49.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40700.0,40452.0,1511.0,14.0,3.0,3.0,2.0,40226.0,1.0,6.0,8.0,0.33299999999999996,0.0,30.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,5.0,40700.0,40480.0,1998.0,36.0,8.0,11.0,5.0,40260.0,1.0,6.0,6.0,0.2,0.0,45.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,5.0,40700.0,40480.0,2190.0,6.0,1.0,1.0,1.0,40345.0,1.0,7.0,8.0,0.41700000000000004,0.0,12.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,5.0,40700.0,40483.0,2196.0,6.0,4.0,5.0,2.0,40232.0,1.0,0.0,8.0,0.222,0.0,9.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40700.0,40557.0,889.0,5.0,0.0,0.0,1.0,40480.0,1.0,4.0,8.0,0.125,0.0,8.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,1.0,5.0,40700.0,40466.0,1724.0,29.0,5.0,5.0,3.0,40151.0,1.0,-1.0,1.0,0.42100000000000004,0.0,38.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40700.0,40482.0,1847.0,6.0,3.0,5.0,1.0,40228.0,1.0,7.0,8.0,0.4,0.0,10.0,1.0,0.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,9.0,0.0,5.0,40700.0,40466.0,1840.0,10.0,0.0,1.0,1.0,40305.0,1.0,6.0,8.0,0.154,0.0,13.0,2.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,1.0,5.0,40700.0,40466.0,1459.0,19.0,4.0,5.0,3.0,40103.0,1.0,9.0,12.0,0.276,0.0,29.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,5.0,40700.0,40483.0,1840.0,9.0,5.0,6.0,1.0,40288.0,1.0,6.0,8.0,0.444,0.0,9.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,1.0,5.0,40700.0,40513.0,1955.0,37.0,2.0,2.0,5.0,40227.0,1.0,6.0,8.0,0.304,0.0,46.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40700.0,40483.0,1864.0,10.0,2.0,2.0,2.0,40296.0,1.0,0.0,8.0,0.125,1.0,16.0,1.0,1.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6.0,8.0,1.0,5.0,40700.0,40452.0,1658.0,10.0,9.0,11.0,2.0,40243.0,1.0,6.0,8.0,0.2,0.0,25.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40700.0,40452.0,1964.0,11.0,2.0,5.0,1.0,40236.0,1.0,7.0,8.0,0.375,0.0,16.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40700.0,40481.0,889.0,13.0,2.0,2.0,6.0,40225.0,1.0,6.0,8.0,0.214,0.0,42.0,1.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40700.0,40483.0,1984.0,4.0,4.0,5.0,2.0,40249.0,1.0,-1.0,8.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40700.0,40466.0,1974.0,6.0,2.0,3.0,1.0,40236.0,1.0,6.0,8.0,0.14300000000000002,0.0,7.0,2.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,12.0,0.0,5.0,40700.0,40483.0,2269.0,3.0,0.0,0.0,1.0,40257.0,1.0,8.0,12.0,0.2,0.0,5.0,1.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.0,8.0,0.0,5.0,40700.0,40452.0,1658.0,8.0,4.0,4.0,2.0,40248.0,1.0,0.0,8.0,0.207,0.0,29.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7.0,8.0,1.0,5.0,40700.0,40522.0,859.0,14.0,0.0,3.0,2.0,40204.0,1.0,6.0,8.0,0.129,0.0,31.0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40700.0,40512.0,1968.0,13.0,3.0,4.0,1.0,40251.0,1.0,6.0,8.0,0.5329999999999999,0.0,15.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40700.0,40483.0,1510.0,43.0,15.0,17.0,7.0,40422.0,1.0,6.0,8.0,0.267,0.0,60.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.0,12.0,0.0,5.0,40700.0,40480.0,2528.0,12.0,13.0,22.0,2.0,40439.0,1.0,9.0,12.0,0.177,0.0,17.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,3.0,40700.0,40515.0,790.0,44.0,6.0,7.0,4.0,40471.0,0.0,5.0,8.0,0.377,0.0,61.0,0.0,1.0,1.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11.0,12.0,1.0,6.0,40700.0,40480.0,2059.0,21.0,5.0,5.0,4.0,40227.0,1.0,9.0,12.0,0.179,0.0,28.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,6.0,40700.0,40473.0,2148.0,44.0,27.0,39.0,8.0,40277.0,1.0,6.0,8.0,0.136,0.0,88.0,2.0,1.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.0,11.0,0.0,6.0,40700.0,40497.0,2225.0,8.0,4.0,3.0,2.0,40296.0,1.0,7.0,12.0,0.3,0.0,10.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.0,12.0,0.0,6.0,40700.0,40501.0,2530.0,6.0,2.0,2.0,1.0,40241.0,1.0,9.0,12.0,0.125,0.0,8.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40700.0,40466.0,2466.0,6.0,5.0,6.0,1.0,40282.0,1.0,0.0,8.0,0.154,0.0,13.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,1.0,6.0,40700.0,40494.0,951.0,21.0,12.0,13.0,3.0,40396.0,1.0,7.0,8.0,0.207,0.0,29.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40700.0,40483.0,2714.0,3.0,1.0,1.0,1.0,40404.0,1.0,6.0,12.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40700.0,40497.0,2395.0,7.0,4.0,4.0,2.0,40415.0,0.0,7.0,8.0,0.16699999999999998,0.0,12.0,0.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.0,12.0,0.0,6.0,40700.0,40529.0,2474.0,2.0,0.0,2.0,1.0,40423.0,1.0,9.0,12.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.0,12.0,0.0,6.0,40700.0,40466.0,2522.0,4.0,0.0,0.0,1.0,40425.0,1.0,9.0,12.0,0.4,0.0,5.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9.0,12.0,0.0,7.0,40700.0,40512.0,2538.0,2.0,1.0,1.0,1.0,40332.0,1.0,9.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.0,9.0,0.0,7.0,40700.0,40482.0,2870.0,2.0,1.0,0.0,1.0,40263.0,1.0,7.0,9.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5.0,6.0,1.0,7.0,40700.0,40483.0,2828.0,19.0,2.0,4.0,4.0,40220.0,1.0,-1.0,6.0,0.222,0.0,27.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,7.0,40700.0,40466.0,2299.0,11.0,5.0,4.0,2.0,40270.0,1.0,7.0,8.0,0.16699999999999998,0.0,12.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,4.0,0.0,1.0,40701.0,40471.0,428.0,27.0,6.0,4.0,2.0,40337.0,1.0,0.0,6.0,0.273,1.0,44.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,3.0,40701.0,40497.0,1024.0,26.0,0.0,0.0,4.0,40271.0,1.0,-1.0,8.0,0.353,0.0,34.0,1.0,1.0,1.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.0,9.0,0.0,3.0,40701.0,40466.0,1630.0,24.0,2.0,3.0,3.0,40291.0,1.0,-1.0,8.0,0.18600000000000003,0.0,43.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,3.0,40701.0,40501.0,1594.0,5.0,1.0,4.0,1.0,40429.0,1.0,6.0,8.0,0.16699999999999998,0.0,6.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40501.0,1594.0,18.0,4.0,4.0,6.0,40200.0,1.0,6.0,8.0,0.4,0.0,35.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40497.0,1399.0,15.0,2.0,4.0,2.0,40303.0,1.0,6.0,8.0,0.313,0.0,16.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,1.0,4.0,40701.0,40480.0,1499.0,17.0,4.0,6.0,3.0,40249.0,1.0,6.0,8.0,0.391,0.0,23.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.0,9.0,0.0,4.0,40701.0,40483.0,1675.0,18.0,19.0,20.0,2.0,40304.0,1.0,7.0,9.0,0.191,0.0,21.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40483.0,1644.0,23.0,6.0,8.0,4.0,40199.0,1.0,7.0,8.0,0.226,0.0,62.0,2.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,1.0,4.0,40701.0,40480.0,1615.0,13.0,16.0,16.0,1.0,40298.0,1.0,6.0,8.0,0.278,0.0,18.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,4.0,40701.0,40451.0,1604.0,15.0,1.0,1.0,2.0,40267.0,1.0,6.0,8.0,0.44,0.0,25.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40480.0,1628.0,5.0,3.0,4.0,1.0,40276.0,1.0,6.0,8.0,0.14300000000000002,0.0,7.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40483.0,1544.0,27.0,11.0,12.0,2.0,40236.0,1.0,6.0,8.0,0.152,0.0,33.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40477.0,1619.0,38.0,11.0,14.0,5.0,40220.0,1.0,5.0,8.0,0.298,0.0,47.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,0.0,4.0,40701.0,40452.0,1699.0,9.0,3.0,8.0,1.0,40290.0,1.0,6.0,8.0,0.1,0.0,10.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40505.0,599.0,52.0,5.0,8.0,9.0,40318.0,1.0,6.0,8.0,0.2,1.0,85.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40483.0,1460.0,6.0,2.0,3.0,1.0,40418.0,1.0,6.0,8.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40452.0,1628.0,10.0,3.0,5.0,1.0,40303.0,1.0,6.0,8.0,0.182,0.0,11.0,2.0,1.0,1.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40501.0,1371.0,10.0,0.0,0.0,2.0,40249.0,1.0,6.0,8.0,0.174,0.0,23.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,4.0,40701.0,40466.0,1599.0,7.0,4.0,6.0,1.0,40242.0,1.0,7.0,8.0,0.375,0.0,8.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,0.0,4.0,40701.0,40494.0,1492.0,2.0,7.0,7.0,1.0,40271.0,1.0,-1.0,8.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.0,8.0,1.0,4.0,40701.0,40452.0,1433.0,8.0,0.0,0.0,3.0,40227.0,1.0,6.0,8.0,0.191,0.0,21.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5.0,6.0,0.0,4.0,40701.0,40452.0,2266.0,3.0,1.0,1.0,1.0,40255.0,1.0,5.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40473.0,1736.0,10.0,1.0,4.0,2.0,40208.0,1.0,0.0,8.0,0.28600000000000003,0.0,14.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,9.0,0.0,4.0,40701.0,40483.0,1494.0,9.0,0.0,2.0,1.0,40301.0,1.0,6.0,12.0,0.5,0.0,10.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,4.0,40701.0,40483.0,1635.0,18.0,3.0,3.0,6.0,40220.0,1.0,0.0,8.0,0.14300000000000002,0.0,28.0,1.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.0,12.0,0.0,4.0,40701.0,40473.0,1717.0,8.0,0.0,1.0,1.0,40249.0,1.0,7.0,12.0,0.33299999999999996,0.0,15.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.0,7.0,0.0,4.0,40701.0,40452.0,1718.0,3.0,9.0,7.0,1.0,40291.0,1.0,6.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,4.0,40701.0,40480.0,1656.0,14.0,3.0,4.0,2.0,40303.0,1.0,6.0,8.0,0.667,0.0,21.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40472.0,1666.0,14.0,3.0,6.0,2.0,40418.0,1.0,6.0,8.0,0.046,0.0,22.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40473.0,1640.0,4.0,7.0,7.0,1.0,40306.0,1.0,6.0,8.0,0.091,0.0,11.0,2.0,1.0,1.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,0.0,4.0,40701.0,40483.0,1644.0,0.0,2.0,3.0,2.0,40260.0,1.0,6.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,1.0,4.0,40701.0,40494.0,1675.0,9.0,3.0,4.0,1.0,40278.0,1.0,7.0,8.0,0.091,0.0,11.0,2.0,1.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,4.0,40701.0,40476.0,2173.0,3.0,1.0,3.0,3.0,40282.0,1.0,6.0,8.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,0.0,4.0,40701.0,40476.0,1646.0,9.0,3.0,6.0,2.0,40298.0,1.0,6.0,8.0,0.308,0.0,13.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7.0,9.0,1.0,4.0,40701.0,40459.0,1668.0,9.0,0.0,0.0,1.0,40243.0,1.0,6.0,8.0,0.462,0.0,13.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40473.0,1710.0,20.0,8.0,16.0,3.0,40249.0,1.0,6.0,8.0,0.214,0.0,28.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,7.0,0.0,4.0,40701.0,40482.0,1615.0,6.0,5.0,5.0,1.0,40290.0,1.0,5.0,6.0,0.6,0.0,10.0,2.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,1.0,4.0,40701.0,40481.0,1646.0,5.0,1.0,1.0,1.0,40267.0,1.0,-1.0,8.0,0.33299999999999996,0.0,9.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.0,8.0,0.0,4.0,40701.0,40476.0,1461.0,6.0,0.0,0.0,2.0,40304.0,1.0,3.0,10.0,0.33299999999999996,0.0,9.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.0,8.0,0.0,4.0,40701.0,40497.0,1523.0,19.0,6.0,11.0,2.0,40269.0,1.0,6.0,8.0,0.429,0.0,21.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40483.0,1664.0,2.0,3.0,7.0,1.0,40325.0,1.0,6.0,8.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40497.0,832.0,23.0,4.0,7.0,4.0,40318.0,0.0,6.0,8.0,0.275,0.0,51.0,0.0,1.0,1.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.0,8.0,1.0,3.0,40701.0,40467.0,1189.0,22.0,1.0,1.0,7.0,40148.0,1.0,6.0,8.0,0.25,0.0,40.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,4.0,40701.0,40482.0,2078.0,15.0,6.0,7.0,4.0,40285.0,1.0,7.0,8.0,0.15,0.0,20.0,2.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40501.0,1594.0,14.0,4.0,5.0,2.0,40200.0,1.0,9.0,9.0,0.294,0.0,17.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,4.0,40701.0,40466.0,1600.0,4.0,6.0,6.0,1.0,40289.0,1.0,6.0,8.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40701.0,40473.0,1560.0,13.0,1.0,2.0,1.0,40410.0,1.0,6.0,8.0,0.125,0.0,16.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,4.0,40701.0,40484.0,1511.0,9.0,0.0,1.0,1.0,40418.0,1.0,6.0,8.0,0.33299999999999996,0.0,12.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6.0,8.0,0.0,4.0,40701.0,40477.0,1539.0,17.0,0.0,0.0,1.0,40319.0,1.0,6.0,8.0,0.222,0.0,18.0,1.0,0.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
